"feedback_id";"customer_id";"date_submitted";"feedback_text";"satisfaction_score";"contacted_agent";"referred_claim"
"FDB90590";"CUST11829";"2020-10-25";"Smooth experience with no issues.";4;"Yes";"No"
"FDB90591";"CUST11700";"2021-04-23";"Had to wait too long for claim approval.";2;"No";"Yes"
"FDB90592";"CUST10960";"2020-07-09";"Claim process could be faster.";2;"No";"No"
"FDB90593";"CUST11904";"2021-06-10";"The mobile app experience was intuitive.";4;"No";"Yes"
"FDB90594";"CUST12020";"2020-06-11";"Claim process could be faster.";3;"Yes";"Yes"
"FDB90595";"CUST11896";"2023-10-14";"Need more clarity on policy coverage.";1;"No";"Yes"
"FDB90596";"CUST12209";"2023-03-23";"Very satisfied with the claim process.";4;"Yes";"No"
"FDB90597";"CUST10262";"2022-05-23";"Had to wait too long for claim approval.";2;"No";"Yes"
"FDB90598";"CUST11089";"2020-11-06";"The agent was helpful and explained everything.";4;"No";"No"
"FDB90599";"CUST12498";"2021-08-17";"Had to wait too long for claim approval.";2;"Yes";"No"
"FDB90600";"CUST12443";"2023-06-02";"Excellent customer service support.";4;"Yes";"Yes"
"FDB90601";"CUST12084";"2021-12-18";"Excellent customer service support.";5;"No";"No"
"FDB90602";"CUST11893";"2022-10-11";"Excellent customer service support.";5;"Yes";"Yes"
"FDB90603";"CUST12111";"2022-06-19";"Frustrated with repeated documentation requests.";1;"Yes";"Yes"
"FDB90604";"CUST11040";"2022-01-17";"Very satisfied with the claim process.";5;"No";"No"
"FDB90605";"CUST10812";"2022-12-18";"I'm not happy with the premium charged.";3;"Yes";"No"
"FDB90606";"CUST11984";"2021-06-06";"Frustrated with repeated documentation requests.";3;"Yes";"No"
"FDB90607";"CUST11399";"2022-08-31";"The agent was helpful and explained everything.";4;"Yes";"No"
"FDB90608";"CUST10133";"2023-11-10";"Excellent customer service support.";4;"Yes";"No"
"FDB90609";"CUST11652";"2022-10-23";"The mobile app experience was intuitive.";3;"No";"No"
"FDB90610";"CUST12017";"2022-01-06";"The mobile app experience was intuitive.";3;"Yes";"No"
"FDB90611";"CUST11204";"2023-05-17";"Had to wait too long for claim approval.";1;"Yes";"No"
"FDB90612";"CUST12366";"2020-04-26";"The mobile app experience was intuitive.";4;"No";"Yes"
"FDB90613";"CUST10522";"2022-09-03";"Claim process could be faster.";3;"Yes";"No"
"FDB90614";"CUST11534";"2020-08-05";"Excellent customer service support.";4;"Yes";"Yes"
"FDB90615";"CUST11826";"2022-09-24";"Very satisfied with the claim process.";5;"Yes";"No"
"FDB90616";"CUST10483";"2023-09-04";"Very satisfied with the claim process.";5;"No";"No"
"FDB90617";"CUST12245";"2023-04-26";"The mobile app experience was intuitive.";4;"Yes";"Yes"
"FDB90618";"CUST11528";"2020-01-09";"I'm not happy with the premium charged.";2;"No";"Yes"
"FDB90619";"CUST12025";"2021-02-24";"Smooth experience with no issues.";5;"Yes";"Yes"
"FDB90620";"CUST12156";"2023-07-21";"Had to wait too long for claim approval.";2;"No";"Yes"
"FDB90621";"CUST11128";"2022-11-02";"I'm not happy with the premium charged.";2;"Yes";"No"
"FDB90622";"CUST11983";"2021-04-30";"Excellent customer service support.";4;"Yes";"No"
"FDB90623";"CUST12211";"2020-07-09";"Frustrated with repeated documentation requests.";1;"Yes";"No"
"FDB90624";"CUST12120";"2022-04-13";"Very satisfied with the claim process.";5;"Yes";"Yes"
"FDB90625";"CUST12474";"2023-04-19";"Excellent customer service support.";5;"Yes";"Yes"
"FDB90626";"CUST11760";"2020-04-16";"Excellent customer service support.";4;"Yes";"Yes"
"FDB90627";"CUST10935";"2020-07-27";"Smooth experience with no issues.";4;"No";"No"
"FDB90628";"CUST10263";"2020-03-04";"Excellent customer service support.";4;"Yes";"No"
"FDB90629";"CUST10419";"2020-06-15";"Had to wait too long for claim approval.";1;"Yes";"Yes"
"FDB90630";"CUST10683";"2023-11-09";"The agent was helpful and explained everything.";5;"No";"Yes"
"FDB90631";"CUST11704";"2020-05-21";"Need more clarity on policy coverage.";3;"Yes";"No"
"FDB90632";"CUST11240";"2023-10-11";"The mobile app experience was intuitive.";3;"No";"Yes"
"FDB90633";"CUST10709";"2021-07-31";"Frustrated with repeated documentation requests.";3;"No";"Yes"
"FDB90634";"CUST11331";"2023-11-04";"Smooth experience with no issues.";5;"Yes";"No"
"FDB90635";"CUST10758";"2021-03-19";"The mobile app experience was intuitive.";3;"Yes";"Yes"
"FDB90636";"CUST11858";"2021-02-08";"Frustrated with repeated documentation requests.";1;"Yes";"Yes"
"FDB90637";"CUST10614";"2021-01-09";"I'm not happy with the premium charged.";3;"No";"No"
"FDB90638";"CUST11105";"2021-02-20";"Smooth experience with no issues.";4;"No";"Yes"
"FDB90639";"CUST10945";"2021-08-07";"Need more clarity on policy coverage.";2;"No";"Yes"
"FDB90640";"CUST10240";"2021-08-31";"Need more clarity on policy coverage.";3;"No";"No"
"FDB90641";"CUST11209";"2021-01-09";"Need more clarity on policy coverage.";1;"No";"Yes"
"FDB90642";"CUST10797";"2023-06-22";"I'm not happy with the premium charged.";2;"Yes";"No"
"FDB90643";"CUST11444";"2023-08-05";"Very satisfied with the claim process.";4;"No";"Yes"
"FDB90644";"CUST12411";"2020-01-26";"Smooth experience with no issues.";4;"No";"Yes"
"FDB90645";"CUST10641";"2022-07-29";"Frustrated with repeated documentation requests.";3;"No";"No"
"FDB90646";"CUST12456";"2021-02-21";"Need more clarity on policy coverage.";3;"No";"Yes"
"FDB90647";"CUST10852";"2021-10-03";"Very satisfied with the claim process.";5;"No";"No"
"FDB90648";"CUST11787";"2021-07-31";"Frustrated with repeated documentation requests.";3;"Yes";"No"
"FDB90649";"CUST10142";"2022-08-12";"Need more clarity on policy coverage.";1;"Yes";"No"
"FDB90650";"CUST12210";"2022-03-23";"I'm not happy with the premium charged.";1;"No";"Yes"
"FDB90651";"CUST12373";"2021-06-07";"Frustrated with repeated documentation requests.";1;"No";"No"
"FDB90652";"CUST11585";"2020-09-03";"Claim process could be faster.";3;"Yes";"Yes"
"FDB90653";"CUST11622";"2020-05-29";"Excellent customer service support.";5;"No";"Yes"
"FDB90654";"CUST10515";"2020-04-05";"Excellent customer service support.";4;"Yes";"Yes"
"FDB90655";"CUST11089";"2022-11-12";"Had to wait too long for claim approval.";2;"No";"Yes"
"FDB90656";"CUST12180";"2020-10-02";"Smooth experience with no issues.";4;"No";"Yes"
"FDB90657";"CUST10017";"2021-12-27";"The mobile app experience was intuitive.";5;"Yes";"No"
"FDB90658";"CUST10802";"2023-09-20";"Very satisfied with the claim process.";5;"No";"Yes"
"FDB90659";"CUST10893";"2022-10-08";"The agent was helpful and explained everything.";4;"No";"No"
"FDB90660";"CUST10214";"2020-09-23";"Frustrated with repeated documentation requests.";3;"No";"Yes"
"FDB90661";"CUST11754";"2023-05-31";"Frustrated with repeated documentation requests.";2;"Yes";"No"
"FDB90662";"CUST11878";"2020-01-13";"Excellent customer service support.";4;"No";"Yes"
"FDB90663";"CUST11289";"2021-08-26";"The agent was helpful and explained everything.";4;"No";"No"
"FDB90664";"CUST11777";"2020-02-22";"Claim process could be faster.";3;"No";"Yes"
"FDB90665";"CUST10980";"2021-11-13";"Need more clarity on policy coverage.";1;"No";"Yes"
"FDB90666";"CUST10785";"2021-05-11";"Excellent customer service support.";4;"No";"No"
"FDB90667";"CUST11397";"2020-01-22";"Had to wait too long for claim approval.";2;"No";"Yes"
"FDB90668";"CUST10245";"2020-03-22";"Very satisfied with the claim process.";5;"Yes";"Yes"
"FDB90669";"CUST12306";"2023-06-23";"Frustrated with repeated documentation requests.";1;"No";"Yes"
"FDB90670";"CUST10581";"2023-02-12";"Frustrated with repeated documentation requests.";1;"Yes";"No"
"FDB90671";"CUST11377";"2021-06-20";"Frustrated with repeated documentation requests.";3;"Yes";"No"
"FDB90672";"CUST11748";"2022-06-23";"Frustrated with repeated documentation requests.";3;"No";"Yes"
"FDB90673";"CUST12265";"2022-01-12";"The agent was helpful and explained everything.";4;"No";"No"
"FDB90674";"CUST11424";"2021-09-04";"The agent was helpful and explained everything.";5;"Yes";"Yes"
"FDB90675";"CUST10618";"2022-11-30";"Claim process could be faster.";2;"Yes";"No"
"FDB90676";"CUST11832";"2020-03-24";"Frustrated with repeated documentation requests.";1;"No";"No"
"FDB90677";"CUST11937";"2023-02-03";"The agent was helpful and explained everything.";5;"Yes";"No"
"FDB90678";"CUST10284";"2020-07-15";"Need more clarity on policy coverage.";2;"No";"Yes"
"FDB90679";"CUST10372";"2023-11-07";"I'm not happy with the premium charged.";1;"No";"No"
"FDB90680";"CUST10969";"2023-01-29";"Need more clarity on policy coverage.";2;"No";"Yes"
"FDB90681";"CUST11862";"2023-02-09";"Excellent customer service support.";5;"No";"Yes"
"FDB90682";"CUST11440";"2020-03-16";"I'm not happy with the premium charged.";1;"Yes";"Yes"
"FDB90683";"CUST10244";"2022-04-15";"Had to wait too long for claim approval.";1;"No";"No"
"FDB90684";"CUST12149";"2022-05-10";"Had to wait too long for claim approval.";1;"No";"No"
"FDB90685";"CUST10428";"2022-05-03";"Had to wait too long for claim approval.";1;"Yes";"No"
"FDB90686";"CUST11587";"2021-01-06";"The agent was helpful and explained everything.";4;"Yes";"No"
"FDB90687";"CUST10502";"2022-11-12";"I'm not happy with the premium charged.";3;"Yes";"Yes"
"FDB90688";"CUST11642";"2023-05-06";"Excellent customer service support.";5;"Yes";"Yes"
"FDB90689";"CUST12442";"2021-12-10";"I'm not happy with the premium charged.";1;"Yes";"Yes"
"FDB90690";"CUST11117";"2021-10-07";"Had to wait too long for claim approval.";2;"Yes";"No"
"FDB90691";"CUST11407";"2023-04-06";"Frustrated with repeated documentation requests.";1;"Yes";"No"
"FDB90692";"CUST10817";"2021-02-07";"Frustrated with repeated documentation requests.";3;"No";"Yes"
"FDB90693";"CUST10803";"2020-09-18";"Excellent customer service support.";4;"Yes";"Yes"
"FDB90694";"CUST11530";"2021-03-26";"Need more clarity on policy coverage.";3;"Yes";"No"
"FDB90695";"CUST11232";"2020-04-09";"Had to wait too long for claim approval.";2;"Yes";"Yes"
"FDB90696";"CUST12329";"2021-01-14";"The agent was helpful and explained everything.";4;"Yes";"Yes"
"FDB90697";"CUST10919";"2022-12-11";"Frustrated with repeated documentation requests.";1;"Yes";"Yes"
"FDB90698";"CUST11970";"2020-06-27";"Had to wait too long for claim approval.";1;"Yes";"No"
"FDB90699";"CUST12201";"2023-10-29";"I'm not happy with the premium charged.";3;"No";"No"
"FDB90700";"CUST11267";"2020-05-03";"Had to wait too long for claim approval.";1;"Yes";"Yes"
"FDB90701";"CUST12362";"2021-07-12";"Frustrated with repeated documentation requests.";3;"No";"Yes"
"FDB90702";"CUST10657";"2023-12-12";"Very satisfied with the claim process.";5;"Yes";"Yes"
"FDB90703";"CUST10884";"2020-05-16";"Claim process could be faster.";2;"No";"Yes"
"FDB90704";"CUST12024";"2020-02-27";"Need more clarity on policy coverage.";3;"No";"Yes"
"FDB90705";"CUST11665";"2021-10-23";"The agent was helpful and explained everything.";4;"Yes";"No"
"FDB90706";"CUST10173";"2020-11-26";"The agent was helpful and explained everything.";4;"No";"Yes"
"FDB90707";"CUST10346";"2020-12-07";"The agent was helpful and explained everything.";4;"No";"No"
"FDB90708";"CUST11619";"2022-03-20";"Very satisfied with the claim process.";4;"No";"Yes"
"FDB90709";"CUST12369";"2020-04-22";"I'm not happy with the premium charged.";3;"No";"Yes"
"FDB90710";"CUST10103";"2022-06-17";"The mobile app experience was intuitive.";3;"Yes";"No"
"FDB90711";"CUST10691";"2022-10-06";"Claim process could be faster.";2;"Yes";"Yes"
"FDB90712";"CUST12053";"2022-01-27";"Very satisfied with the claim process.";5;"Yes";"No"
"FDB90713";"CUST11478";"2022-02-20";"The agent was helpful and explained everything.";5;"Yes";"No"
"FDB90714";"CUST11171";"2020-05-11";"Need more clarity on policy coverage.";2;"Yes";"No"
"FDB90715";"CUST11224";"2021-08-28";"The mobile app experience was intuitive.";3;"Yes";"No"
"FDB90716";"CUST10663";"2020-11-22";"Claim process could be faster.";2;"No";"No"
"FDB90717";"CUST12242";"2021-01-13";"I'm not happy with the premium charged.";2;"No";"No"
"FDB90718";"CUST10018";"2021-12-25";"Claim process could be faster.";2;"Yes";"Yes"
"FDB90719";"CUST10325";"2023-09-14";"I'm not happy with the premium charged.";3;"No";"No"
"FDB90720";"CUST11710";"2023-03-28";"Need more clarity on policy coverage.";1;"Yes";"No"
"FDB90721";"CUST10726";"2021-12-30";"The mobile app experience was intuitive.";3;"No";"Yes"
"FDB90722";"CUST12314";"2020-03-12";"Excellent customer service support.";5;"No";"No"
"FDB90723";"CUST12048";"2020-05-29";"The mobile app experience was intuitive.";5;"Yes";"No"
"FDB90724";"CUST12417";"2022-08-31";"Need more clarity on policy coverage.";2;"Yes";"No"
"FDB90725";"CUST11766";"2022-07-13";"Very satisfied with the claim process.";5;"No";"No"
"FDB90726";"CUST10462";"2020-09-26";"Excellent customer service support.";5;"No";"Yes"
"FDB90727";"CUST10863";"2020-07-30";"Very satisfied with the claim process.";5;"Yes";"No"
"FDB90728";"CUST10616";"2021-05-26";"Had to wait too long for claim approval.";1;"Yes";"No"
"FDB90729";"CUST11785";"2021-12-15";"I'm not happy with the premium charged.";3;"Yes";"No"
"FDB90730";"CUST12085";"2022-10-22";"The mobile app experience was intuitive.";3;"Yes";"No"
"FDB90731";"CUST10946";"2023-01-03";"Claim process could be faster.";3;"Yes";"Yes"
"FDB90732";"CUST12108";"2023-02-23";"Frustrated with repeated documentation requests.";3;"No";"Yes"
"FDB90733";"CUST11060";"2020-05-07";"Excellent customer service support.";4;"No";"Yes"
"FDB90734";"CUST11802";"2021-11-01";"Smooth experience with no issues.";5;"No";"Yes"
"FDB90735";"CUST12430";"2022-12-10";"Frustrated with repeated documentation requests.";2;"Yes";"No"
"FDB90736";"CUST10716";"2021-04-30";"Smooth experience with no issues.";5;"No";"No"
"FDB90737";"CUST10652";"2022-03-29";"Excellent customer service support.";4;"No";"Yes"
"FDB90738";"CUST11497";"2023-05-07";"Excellent customer service support.";4;"No";"Yes"
"FDB90739";"CUST12212";"2021-04-12";"Claim process could be faster.";2;"Yes";"Yes"
"FDB90740";"CUST11761";"2020-06-11";"Smooth experience with no issues.";5;"No";"No"
"FDB90741";"CUST12214";"2022-08-04";"Had to wait too long for claim approval.";1;"No";"No"
"FDB90742";"CUST11979";"2021-01-24";"Frustrated with repeated documentation requests.";1;"No";"No"
"FDB90743";"CUST10323";"2020-02-17";"The agent was helpful and explained everything.";5;"Yes";"Yes"
"FDB90744";"CUST10735";"2020-08-26";"I'm not happy with the premium charged.";1;"Yes";"No"
"FDB90745";"CUST10868";"2020-05-18";"The mobile app experience was intuitive.";4;"No";"No"
"FDB90746";"CUST10794";"2023-03-31";"The mobile app experience was intuitive.";5;"Yes";"Yes"
"FDB90747";"CUST12349";"2022-07-12";"Very satisfied with the claim process.";4;"No";"Yes"
"FDB90748";"CUST10963";"2021-09-03";"Need more clarity on policy coverage.";3;"Yes";"Yes"
"FDB90749";"CUST10376";"2022-04-29";"Claim process could be faster.";2;"Yes";"No"
"FDB90750";"CUST10633";"2022-04-16";"Very satisfied with the claim process.";5;"No";"No"
"FDB90751";"CUST12154";"2020-01-04";"Very satisfied with the claim process.";5;"No";"Yes"
"FDB90752";"CUST11456";"2022-01-27";"Had to wait too long for claim approval.";2;"Yes";"No"
"FDB90753";"CUST12002";"2023-07-31";"I'm not happy with the premium charged.";2;"No";"Yes"
"FDB90754";"CUST11228";"2020-01-23";"Frustrated with repeated documentation requests.";3;"No";"Yes"
"FDB90755";"CUST11889";"2020-12-21";"Claim process could be faster.";2;"No";"Yes"
"FDB90756";"CUST11161";"2022-10-12";"Excellent customer service support.";4;"No";"Yes"
"FDB90757";"CUST12261";"2023-03-13";"I'm not happy with the premium charged.";2;"No";"Yes"
"FDB90758";"CUST10641";"2021-11-04";"Very satisfied with the claim process.";4;"Yes";"Yes"
"FDB90759";"CUST12273";"2023-10-14";"Very satisfied with the claim process.";4;"Yes";"No"
"FDB90760";"CUST10033";"2021-07-31";"The agent was helpful and explained everything.";5;"No";"Yes"
"FDB90761";"CUST11302";"2021-10-12";"Smooth experience with no issues.";5;"Yes";"Yes"
"FDB90762";"CUST11619";"2021-05-23";"I'm not happy with the premium charged.";1;"No";"No"
"FDB90763";"CUST11431";"2020-09-03";"Smooth experience with no issues.";5;"No";"No"
"FDB90764";"CUST10151";"2021-03-22";"Need more clarity on policy coverage.";1;"No";"Yes"
"FDB90765";"CUST11921";"2023-12-20";"Need more clarity on policy coverage.";3;"Yes";"Yes"
"FDB90766";"CUST10509";"2023-02-10";"Frustrated with repeated documentation requests.";2;"Yes";"Yes"
"FDB90767";"CUST12105";"2020-04-23";"Excellent customer service support.";4;"Yes";"Yes"
"FDB90768";"CUST10663";"2020-08-08";"Very satisfied with the claim process.";4;"No";"Yes"
"FDB90769";"CUST10964";"2020-04-08";"Excellent customer service support.";4;"No";"No"
"FDB90770";"CUST12312";"2022-01-17";"Frustrated with repeated documentation requests.";3;"No";"No"
"FDB90771";"CUST12207";"2022-11-01";"Frustrated with repeated documentation requests.";1;"No";"No"
"FDB90772";"CUST12047";"2020-02-02";"Had to wait too long for claim approval.";2;"Yes";"No"
"FDB90773";"CUST10218";"2021-05-16";"Claim process could be faster.";3;"No";"No"
"FDB90774";"CUST10649";"2023-08-10";"The mobile app experience was intuitive.";4;"No";"Yes"
"FDB90775";"CUST10343";"2023-07-19";"I'm not happy with the premium charged.";1;"No";"Yes"
"FDB90776";"CUST12150";"2023-07-20";"The agent was helpful and explained everything.";4;"Yes";"No"
"FDB90777";"CUST10468";"2020-06-09";"The mobile app experience was intuitive.";3;"Yes";"No"
"FDB90778";"CUST12064";"2023-06-21";"Frustrated with repeated documentation requests.";1;"Yes";"Yes"
"FDB90779";"CUST10159";"2020-08-14";"Excellent customer service support.";5;"No";"No"
"FDB90780";"CUST10575";"2022-11-04";"Need more clarity on policy coverage.";3;"Yes";"Yes"
"FDB90781";"CUST11163";"2020-02-14";"Frustrated with repeated documentation requests.";2;"No";"Yes"
"FDB90782";"CUST12497";"2020-09-27";"Frustrated with repeated documentation requests.";1;"No";"No"
"FDB90783";"CUST12272";"2021-12-05";"Very satisfied with the claim process.";5;"No";"Yes"
"FDB90784";"CUST11871";"2023-10-04";"Claim process could be faster.";2;"No";"Yes"
"FDB90785";"CUST10433";"2020-04-29";"Excellent customer service support.";5;"Yes";"No"
"FDB90786";"CUST10957";"2021-02-28";"Smooth experience with no issues.";5;"No";"Yes"
"FDB90787";"CUST11356";"2023-11-09";"Had to wait too long for claim approval.";2;"No";"Yes"
"FDB90788";"CUST10521";"2022-07-15";"Very satisfied with the claim process.";5;"Yes";"No"
"FDB90789";"CUST11219";"2022-02-12";"Need more clarity on policy coverage.";2;"Yes";"No"
"FDB90790";"CUST10774";"2020-01-03";"Frustrated with repeated documentation requests.";3;"Yes";"Yes"
"FDB90791";"CUST12204";"2022-11-30";"The mobile app experience was intuitive.";4;"Yes";"Yes"
"FDB90792";"CUST10752";"2022-08-15";"Very satisfied with the claim process.";4;"Yes";"No"
"FDB90793";"CUST10700";"2021-04-22";"Need more clarity on policy coverage.";2;"No";"Yes"
"FDB90794";"CUST11036";"2020-09-27";"The agent was helpful and explained everything.";4;"No";"Yes"
"FDB90795";"CUST10457";"2022-07-29";"The mobile app experience was intuitive.";5;"Yes";"Yes"
"FDB90796";"CUST12488";"2022-04-14";"Smooth experience with no issues.";5;"Yes";"Yes"
"FDB90797";"CUST10647";"2022-08-29";"Smooth experience with no issues.";5;"No";"Yes"
"FDB90798";"CUST10805";"2020-07-27";"The agent was helpful and explained everything.";4;"Yes";"No"
"FDB90799";"CUST11420";"2022-01-14";"Had to wait too long for claim approval.";2;"Yes";"Yes"
"FDB90800";"CUST11502";"2022-10-05";"The agent was helpful and explained everything.";5;"Yes";"Yes"
"FDB90801";"CUST11146";"2020-10-02";"Excellent customer service support.";5;"Yes";"No"
"FDB90802";"CUST11414";"2022-04-04";"The agent was helpful and explained everything.";4;"No";"No"
"FDB90803";"CUST10510";"2022-01-01";"Excellent customer service support.";5;"No";"No"
"FDB90804";"CUST11034";"2020-03-07";"The mobile app experience was intuitive.";4;"No";"Yes"
"FDB90805";"CUST10363";"2023-08-13";"Claim process could be faster.";2;"Yes";"Yes"
"FDB90806";"CUST11002";"2023-04-09";"Frustrated with repeated documentation requests.";2;"No";"Yes"
"FDB90807";"CUST11923";"2022-01-13";"Excellent customer service support.";5;"No";"No"
"FDB90808";"CUST11307";"2020-06-10";"The agent was helpful and explained everything.";4;"Yes";"No"
"FDB90809";"CUST11035";"2022-06-04";"Claim process could be faster.";3;"No";"Yes"
"FDB90810";"CUST12074";"2022-08-29";"Need more clarity on policy coverage.";2;"Yes";"Yes"
"FDB90811";"CUST10889";"2023-11-25";"I'm not happy with the premium charged.";1;"Yes";"Yes"
"FDB90812";"CUST12096";"2022-12-12";"Claim process could be faster.";3;"Yes";"Yes"
"FDB90813";"CUST11470";"2023-03-27";"Had to wait too long for claim approval.";1;"No";"No"
"FDB90814";"CUST12350";"2020-12-27";"Frustrated with repeated documentation requests.";3;"Yes";"Yes"
"FDB90815";"CUST11438";"2023-08-10";"Frustrated with repeated documentation requests.";1;"Yes";"Yes"
"FDB90816";"CUST10919";"2023-08-07";"Need more clarity on policy coverage.";1;"Yes";"Yes"
"FDB90817";"CUST11925";"2022-11-29";"Excellent customer service support.";5;"No";"No"
"FDB90818";"CUST11527";"2022-10-09";"Claim process could be faster.";2;"Yes";"No"
"FDB90819";"CUST11726";"2021-07-25";"Frustrated with repeated documentation requests.";2;"No";"No"
"FDB90820";"CUST10490";"2021-08-16";"I'm not happy with the premium charged.";1;"No";"No"
"FDB90821";"CUST11644";"2022-01-18";"The agent was helpful and explained everything.";5;"No";"No"
"FDB90822";"CUST10442";"2022-09-01";"The mobile app experience was intuitive.";4;"Yes";"No"
"FDB90823";"CUST12176";"2021-06-17";"Excellent customer service support.";4;"Yes";"Yes"
"FDB90824";"CUST11140";"2022-09-06";"The mobile app experience was intuitive.";3;"No";"Yes"
"FDB90825";"CUST11278";"2022-02-27";"Frustrated with repeated documentation requests.";1;"No";"No"
"FDB90826";"CUST11325";"2023-08-16";"Smooth experience with no issues.";4;"Yes";"No"
"FDB90827";"CUST10480";"2021-07-11";"I'm not happy with the premium charged.";1;"No";"Yes"
"FDB90828";"CUST10542";"2020-12-09";"Very satisfied with the claim process.";5;"No";"No"
"FDB90829";"CUST11561";"2020-08-24";"Smooth experience with no issues.";5;"Yes";"Yes"
"FDB90830";"CUST10204";"2021-04-20";"Very satisfied with the claim process.";5;"Yes";"No"
"FDB90831";"CUST11103";"2023-01-04";"The mobile app experience was intuitive.";3;"Yes";"No"
"FDB90832";"CUST10550";"2021-07-06";"The mobile app experience was intuitive.";3;"Yes";"Yes"
"FDB90833";"CUST11499";"2023-07-31";"Claim process could be faster.";3;"No";"No"
"FDB90834";"CUST10751";"2021-02-09";"Frustrated with repeated documentation requests.";2;"Yes";"Yes"
"FDB90835";"CUST11858";"2023-02-02";"Claim process could be faster.";2;"No";"No"
"FDB90836";"CUST10534";"2022-01-12";"Claim process could be faster.";2;"No";"Yes"
"FDB90837";"CUST10185";"2022-11-16";"Claim process could be faster.";3;"Yes";"No"
"FDB90838";"CUST11628";"2023-10-30";"Excellent customer service support.";5;"Yes";"Yes"
"FDB90839";"CUST10524";"2020-01-09";"The mobile app experience was intuitive.";5;"Yes";"No"
"FDB90840";"CUST12464";"2020-04-03";"Excellent customer service support.";5;"Yes";"No"
"FDB90841";"CUST10958";"2023-05-17";"The agent was helpful and explained everything.";5;"Yes";"No"
"FDB90842";"CUST11123";"2022-11-12";"Frustrated with repeated documentation requests.";1;"Yes";"Yes"
"FDB90843";"CUST12245";"2022-10-17";"Excellent customer service support.";4;"Yes";"No"
"FDB90844";"CUST11050";"2023-02-25";"Had to wait too long for claim approval.";1;"No";"Yes"
"FDB90845";"CUST11264";"2020-10-07";"The mobile app experience was intuitive.";3;"No";"Yes"
"FDB90846";"CUST12224";"2021-09-20";"Excellent customer service support.";4;"Yes";"No"
"FDB90847";"CUST12257";"2021-08-08";"Smooth experience with no issues.";5;"No";"Yes"
"FDB90848";"CUST11796";"2021-12-12";"The agent was helpful and explained everything.";5;"Yes";"No"
"FDB90849";"CUST11075";"2020-05-27";"Very satisfied with the claim process.";4;"No";"No"
"FDB90850";"CUST11076";"2021-08-22";"Need more clarity on policy coverage.";1;"Yes";"No"
"FDB90851";"CUST11301";"2020-08-23";"Frustrated with repeated documentation requests.";3;"No";"Yes"
"FDB90852";"CUST10095";"2022-09-21";"Had to wait too long for claim approval.";2;"Yes";"Yes"
"FDB90853";"CUST11318";"2021-01-31";"Need more clarity on policy coverage.";1;"No";"Yes"
"FDB90854";"CUST10064";"2023-04-15";"The mobile app experience was intuitive.";3;"Yes";"Yes"
"FDB90855";"CUST10891";"2022-10-25";"Had to wait too long for claim approval.";1;"Yes";"Yes"
"FDB90856";"CUST11219";"2021-07-23";"The mobile app experience was intuitive.";4;"Yes";"Yes"
"FDB90857";"CUST12364";"2021-04-02";"Frustrated with repeated documentation requests.";2;"Yes";"No"
"FDB90858";"CUST10254";"2021-03-10";"Had to wait too long for claim approval.";2;"Yes";"Yes"
"FDB90859";"CUST10539";"2020-03-25";"Frustrated with repeated documentation requests.";2;"Yes";"No"
"FDB90860";"CUST10620";"2020-10-10";"Excellent customer service support.";5;"No";"No"
"FDB90861";"CUST10828";"2022-09-12";"Had to wait too long for claim approval.";2;"Yes";"Yes"
"FDB90862";"CUST11659";"2021-08-09";"Had to wait too long for claim approval.";2;"No";"Yes"
"FDB90863";"CUST12278";"2023-08-07";"The mobile app experience was intuitive.";3;"Yes";"Yes"
"FDB90864";"CUST11438";"2020-11-20";"Smooth experience with no issues.";4;"No";"Yes"
"FDB90865";"CUST10800";"2020-10-05";"I'm not happy with the premium charged.";1;"Yes";"No"
"FDB90866";"CUST11918";"2020-07-24";"Need more clarity on policy coverage.";2;"No";"No"
"FDB90867";"CUST11560";"2021-09-17";"The mobile app experience was intuitive.";3;"No";"Yes"
"FDB90868";"CUST10186";"2020-02-21";"Frustrated with repeated documentation requests.";1;"Yes";"Yes"
"FDB90869";"CUST11973";"2021-08-14";"Claim process could be faster.";2;"Yes";"No"
"FDB90870";"CUST11951";"2023-05-12";"The agent was helpful and explained everything.";4;"No";"Yes"
"FDB90871";"CUST10881";"2022-10-05";"Need more clarity on policy coverage.";3;"No";"Yes"
"FDB90872";"CUST12136";"2020-11-01";"Had to wait too long for claim approval.";1;"Yes";"Yes"
"FDB90873";"CUST11763";"2021-06-20";"Claim process could be faster.";3;"Yes";"Yes"
"FDB90874";"CUST11825";"2023-06-05";"Claim process could be faster.";2;"Yes";"No"
"FDB90875";"CUST12485";"2022-12-28";"Frustrated with repeated documentation requests.";2;"No";"Yes"
"FDB90876";"CUST11434";"2021-12-04";"Smooth experience with no issues.";5;"No";"No"
"FDB90877";"CUST11357";"2021-09-18";"Smooth experience with no issues.";5;"Yes";"No"
"FDB90878";"CUST11078";"2020-10-27";"I'm not happy with the premium charged.";2;"No";"Yes"
"FDB90879";"CUST10703";"2021-02-22";"Had to wait too long for claim approval.";1;"No";"Yes"
"FDB90880";"CUST11714";"2023-10-11";"I'm not happy with the premium charged.";2;"No";"No"
"FDB90881";"CUST10126";"2023-07-19";"Frustrated with repeated documentation requests.";3;"Yes";"No"
"FDB90882";"CUST12007";"2020-07-08";"The mobile app experience was intuitive.";4;"Yes";"Yes"
"FDB90883";"CUST10193";"2022-03-08";"The agent was helpful and explained everything.";4;"No";"Yes"
